,artist,track,date,chart,spotify_query
280,Gucci Mane Featuring The Weeknd,Curve,2017-11-01,rap-song,Gucci+Mane+Curve
281,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,2017-11-01,rap-song,2+Chainz+It's+A+Vibe
282,Young Thug Featuring Future,Relationship,2017-11-01,rap-song,Young+Thug+Relationship
283,Kodak Black,Transportin',2017-11-01,rap-song,Kodak+Black+Transportin'
284,Lil Uzi Vert,XO TOUR Llif3,2017-10-01,rap-song,Lil+Uzi+Vert+XO+TOUR+Llif3
285,Kendrick Lamar,Humble.,2017-10-01,rap-song,Kendrick+Lamar+Humble.
286,Kendrick Lamar Featuring Rihanna,Loyalty.,2017-10-01,rap-song,Kendrick+Lamar+Loyalty.
287,Lil Uzi Vert,Sauce It Up,2017-10-01,rap-song,Lil+Uzi+Vert+Sauce+It+Up
288,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,2017-10-01,rap-song,A+Boogie+Wit+da+Hoodie+Drowning
289,Playboi Carti,Magnolia,2017-09-01,rap-song,Playboi+Carti+Magnolia
290,Future,Mask Off,2017-09-01,rap-song,Future+Mask+Off
291,Post Malone Featuring Quavo,Congratulations,2017-09-01,rap-song,Post+Malone+Congratulations
292,YFN Lucci Featuring PnB Rock,Everyday We Lit,2017-09-01,rap-song,YFN+Lucci+Everyday+We+Lit
293,Migos Featuring Gucci Mane,Slippery,2017-09-01,rap-song,Migos+Slippery
294,Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,2017-09-01,rap-song,Meek+Mill+Whatever+You+Need
295,Kendrick Lamar,DNA.,2017-09-01,rap-song,Kendrick+Lamar+DNA.
296,Tee Grizzley,First Day Out,2017-09-01,rap-song,Tee+Grizzley+First+Day+Out
297,Kodak Black,Patty Cake,2017-09-01,rap-song,Kodak+Black+Patty+Cake
298,Ayo & Teo,Rolex,2017-08-01,rap-song,Ayo+Rolex
299,French Montana Featuring The Weeknd & Max B,A Lie,2017-08-01,rap-song,French+Montana+A+Lie
300,JAY-Z,The Story Of O.J.,2017-08-01,rap-song,JAY-Z+The+Story+Of+O.J.
301,JAY-Z,4:44,2017-08-01,rap-song,JAY-Z+4:44
302,KYLE Featuring Lil Yachty,iSpy,2017-07-01,rap-song,KYLE+iSpy
303,Kodak Black,Tunnel Vision,2017-07-01,rap-song,Kodak+Black+Tunnel+Vision
304,Migos,T-Shirt,2017-07-01,rap-song,Migos+T-Shirt
305,Drake Featuring Quavo & Travis Scott,Portland,2017-07-01,rap-song,Drake+Portland
306,Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,2017-07-01,rap-song,Playboi+Carti+Wokeuplikethis*
307,DJ Khaled Featuring Drake,To The Max,2017-07-01,rap-song,DJ+Khaled+To+The+Max
308,Gucci Mane Featuring Drake,Both,2017-07-01,rap-song,Gucci+Mane+Both
309,XXXTENTACION,Look At Me!,2017-07-01,rap-song,XXXTENTACION+Look+At+Me!
310,Rae Sremmurd,Swang,2017-06-01,rap-song,Rae+Sremmurd+Swang
311,Calvin Harris Featuring Future & Khalid,Rollin,2017-06-01,rap-song,Calvin+Harris+Rollin
312,Kendrick Lamar,Element.,2017-06-01,rap-song,Kendrick+Lamar+Element.
313,Kendrick Lamar,Yah.,2017-05-01,rap-song,Kendrick+Lamar+Yah.
314,Migos Featuring Lil Uzi Vert,Bad And Boujee,2017-05-01,rap-song,Migos+Bad+And+Boujee
315,Big Sean,Bounce Back,2017-05-01,rap-song,Big+Sean+Bounce+Back
316,Travis Scott,Goosebumps,2017-05-01,rap-song,Travis+Scott+Goosebumps
317,Kendrick Lamar,Blood.,2017-05-01,rap-song,Kendrick+Lamar+Blood.
318,Kendrick Lamar,Fear.,2017-05-01,rap-song,Kendrick+Lamar+Fear.
319,Kendrick Lamar Featuring U2,XXX.,2017-05-01,rap-song,Kendrick+Lamar+XXX.
320,Kendrick Lamar,Lust.,2017-05-01,rap-song,Kendrick+Lamar+Lust.
321,Kendrick Lamar,Pride.,2017-05-01,rap-song,Kendrick+Lamar+Pride.
322,Kendrick Lamar,Feel.,2017-05-01,rap-song,Kendrick+Lamar+Feel.
323,Drake,Fake Love,2017-04-01,rap-song,Drake+Fake+Love
324,Machine Gun Kelly x Camila Cabello,Bad Things,2017-04-01,rap-song,Machine+Gun+Kelly+x+Camila+Cabello+Bad+Things
325,"Nicki Minaj, Drake & Lil Wayne",No Frauds,2017-04-01,rap-song,"Nicki+Minaj,+Drake+No+Frauds"
326,PnB Rock,Selfish,2017-04-01,rap-song,PnB+Rock+Selfish
327,J. Cole,Deja Vu,2017-04-01,rap-song,J.+Cole+Deja+Vu
328,Future Featuring The Weeknd,Comin Out Strong,2017-04-01,rap-song,Future+Comin+Out+Strong
329,6LACK,Prblms,2017-04-01,rap-song,6LACK+Prblms
330,2 Chainz x Gucci Mane x Quavo,Good Drank,2017-04-01,rap-song,2+Chainz+x+Gucci+Mane+x+Quavo+Good+Drank
331,Future,Draco,2017-04-01,rap-song,Future+Draco
332,Big Sean,Moves,2017-04-01,rap-song,Big+Sean+Moves
333,Nicki Minaj & Lil Wayne,Changed It,2017-04-01,rap-song,Nicki+Minaj+Changed+It
334,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017-04-01,rap-song,DJ+Khaled+Shining
335,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),2017-03-01,rap-song,Zay+Hilfigerrr+Juju+On+That+Beat
336,Rae Sremmurd Featuring Gucci Mane,Black Beatles,2017-03-01,rap-song,Rae+Sremmurd+Black+Beatles
337,Future Featuring Drake,Used To This,2017-03-01,rap-song,Future+Used+To+This
338,DJ Luke Nasty,OTW,2017-03-01,rap-song,DJ+Luke+Nasty+OTW
339,G-Eazy Featuring Marc E. Bassy,Some Kind Of Drug,2017-03-01,rap-song,G-Eazy+Some+Kind+Of+Drug
340,Kodak Black,Everything 1K,2017-03-01,rap-song,Kodak+Black+Everything+1K
341,21 Savage & Metro Boomin,No Heart,2017-03-01,rap-song,21+Savage+No+Heart
342,Big Sean Featuring Eminem,No Favors,2017-03-01,rap-song,Big+Sean+No+Favors
343,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,2017-02-01,rap-song,Rob+$tone+Chill+Bill
344,21 Savage & Metro Boomin Featuring Future,X,2017-02-01,rap-song,21+Savage+X
345,Amine,Caroline,2017-02-01,rap-song,Amine+Caroline
346,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,2017-02-01,rap-song,DJ+Khaled+Do+You+Mind
347,Drake Featuring 21 Savage,Sneakin',2017-02-01,rap-song,Drake+Sneakin'
348,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,2017-02-01,rap-song,"Lil+Wayne,+Wiz+Khalifa+Sucker+For+Pain"
349,Young M.A,OOOUUU,2017-02-01,rap-song,Young+M.A+OOOUUU
350,DJ ESCO Featuring Future & Lil Uzi Vert,Too Much Sauce,2017-02-01,rap-song,DJ+ESCO+Too+Much+Sauce
351,Lil Uzi Vert,You Was Right,2017-01-01,rap-song,Lil+Uzi+Vert+You+Was+Right
352,J. Cole,Ville Mentality,2017-01-01,rap-song,J.+Cole+Ville+Mentality
353,J. Cole,She's Mine Pt.1,2017-01-01,rap-song,J.+Cole+She's+Mine+Pt.1
354,J. Cole,Change,2017-01-01,rap-song,J.+Cole+Change
355,J. Cole,Neighbors,2017-01-01,rap-song,J.+Cole+Neighbors
356,J. Cole,Immortal,2017-01-01,rap-song,J.+Cole+Immortal
357,Desiigner,Tiimmy Turner,2016-12-01,rap-song,Desiigner+Tiimmy+Turner
358,D.R.A.M. Featuring Lil Yachty,Broccoli,2016-12-01,rap-song,D.R.A.M.+Broccoli
359,Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,2016-12-01,rap-song,Young+Thug+And+Travis+Scott+Pick+Up+The+Phone
360,Rae Sremmurd,Look Alive,2016-12-01,rap-song,Rae+Sremmurd+Look+Alive
361,A Tribe Called Quest,We The People....,2016-12-01,rap-song,A+Tribe+Called+Quest+We+The+People....
362,YFN Lucci Featuring Migos & Trouble,Key To The Streets,2016-12-01,rap-song,YFN+Lucci+Key+To+The+Streets
363,Russ,What They Want,2016-12-01,rap-song,Russ+What+They+Want
364,Lil Yachty,1 Night,2016-12-01,rap-song,Lil+Yachty+1+Night
365,DJ Khaled Featuring Drake,For Free,2016-11-01,rap-song,DJ+Khaled+For+Free
366,Chance The Rapper Featuring Lil Wayne & 2 Chainz,No Problem,2016-11-01,rap-song,Chance+The+Rapper+No+Problem
367,Drake Featuring Rihanna,Too Good,2016-11-01,rap-song,Drake+Too+Good
368,The Game Featuring Jeremih,All Eyez,2016-11-01,rap-song,The+Game+All+Eyez
369,French Montana Featuring Kodak Black,Lockjaw,2016-11-01,rap-song,French+Montana+Lockjaw
370,DJ Khaled Featuring Jay Z & Future,I Got The Keys,2016-11-01,rap-song,DJ+Khaled+I+Got+The+Keys
371,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",2016-11-01,rap-song,Dae+Dae+Wat+U+Mean
372,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",Wishing,2016-11-01,rap-song,DJ+Drama+Wishing
373,Lil Uzi Vert,Money Longer,2016-11-01,rap-song,Lil+Uzi+Vert+Money+Longer
374,Kent Jones,Don't Mind,2016-10-01,rap-song,Kent+Jones+Don't+Mind
375,Kanye West,Father Stretch My Hands Pt. 1,2016-10-01,rap-song,Kanye+West+Father+Stretch+My+Hands+Pt.+1
376,Desiigner,Panda,2016-10-01,rap-song,Desiigner+Panda
377,ScHoolboy Q Featuring Kanye West,THat Part,2016-10-01,rap-song,ScHoolboy+Q+THat+Part
378,Drake,Childs Play,2016-10-01,rap-song,Drake+Childs+Play
379,Wale,My PYT,2016-10-01,rap-song,Wale+My+PYT
380,Skrillex & Rick Ross,Purple Lamborghini,2016-10-01,rap-song,Skrillex+Purple+Lamborghini
381,Post Malone Featuring Justin Bieber,Deja Vu,2016-10-01,rap-song,Post+Malone+Deja+Vu
382,YG Featuring Drake & Kamaiyah,Why You Always Hatin?,2016-10-01,rap-song,YG+Why+You+Always+Hatin?
383,Future,Wicked,2016-09-01,rap-song,Future+Wicked
384,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",All The Way Up,2016-09-01,rap-song,"Fat+Joe,+Remy+Ma+All+The+Way+Up"
385,Drake Featuring The Throne,Pop Style,2016-09-01,rap-song,Drake+Pop+Style
386,French Montana Featuring Drake,No Shopping,2016-09-01,rap-song,French+Montana+No+Shopping
387,Future Featuring The Weeknd,Low Life,2016-08-01,rap-song,Future+Low+Life
388,Fetty Wap,Wake Up,2016-08-01,rap-song,Fetty+Wap+Wake+Up
389,MadeinTYO,Uber Everywhere,2016-08-01,rap-song,MadeinTYO+Uber+Everywhere
390,Kanye West,Famous,2016-08-01,rap-song,Kanye+West+Famous
391,Fergie,M.I.L.F. $,2016-08-01,rap-song,Fergie+M.I.L.F.+$
392,G-Eazy x Bebe Rexha,"Me, Myself & I",2016-07-01,rap-song,"G-Eazy+x+Bebe+Rexha+Me,+Myself+&+I"
393,Kevin Gates,Really Really,2016-07-01,rap-song,Kevin+Gates+Really+Really
394,O.T. Genasis Featuring Young Dolph,Cut It,2016-07-01,rap-song,O.T.+Genasis+Cut+It
395,Drake,Hype,2016-07-01,rap-song,Drake+Hype
396,Pitbull Featuring Enrique Iglesias,Messin' Around,2016-07-01,rap-song,Pitbull+Messin'+Around
397,Drake,Still Here,2016-07-01,rap-song,Drake+Still+Here
398,Drake Featuring Future,Grammys,2016-07-01,rap-song,Drake+Grammys
399,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",Champions,2016-07-01,rap-song,"Kanye+West,+Gucci+Mane,+Big+Sean,+2+Chainz,+Travi$+Scott,+Yo+Gotti,+Quavo,+Desiigner+Champions"
400,Kevin Gates,2 Phones,2016-06-01,rap-song,Kevin+Gates+2+Phones
401,Drake,9,2016-06-01,rap-song,Drake+9
402,Drake,Redemption,2016-06-01,rap-song,Drake+Redemption
403,Yo Gotti Featuring E-40,Law,2016-06-01,rap-song,Yo+Gotti+Law
404,Drake,Keep The Family Close,2016-06-01,rap-song,Drake+Keep+The+Family+Close
405,Drake,Weston Road Flows,2016-06-01,rap-song,Drake+Weston+Road+Flows
406,Drake,Feel No Ways,2016-06-01,rap-song,Drake+Feel+No+Ways
407,Belly Featuring The Weeknd,Might Not,2016-06-01,rap-song,Belly+Might+Not
408,Drake,U With Me?,2016-06-01,rap-song,Drake+U+With+Me?
409,Drake,Fire & Desire,2016-06-01,rap-song,Drake+Fire+&+Desire
410,Kid Ink Featuring Fetty Wap,Promise,2016-05-01,rap-song,Kid+Ink+Promise
411,Yo Gotti Featuring Nicki Minaj,Down In The DM,2016-05-01,rap-song,Yo+Gotti+Down+In+The+DM
412,Iggy Azalea,Team,2016-05-01,rap-song,Iggy+Azalea+Team
413,Drake,Summer Sixteen,2016-05-01,rap-song,Drake+Summer+Sixteen
414,DJ Luke Nasty,Might Be,2016-05-01,rap-song,DJ+Luke+Nasty+Might+Be
415,A$AP Ferg Featuring Future,New Level,2016-05-01,rap-song,A$AP+Ferg+New+Level
416,Kanye West,Waves,2016-05-01,rap-song,Kanye+West+Waves
417,Fetty Wap,Jimmy Choo,2016-05-01,rap-song,Fetty+Wap+Jimmy+Choo
418,Kanye West,Pt. 2,2016-05-01,rap-song,Kanye+West+Pt.+2
419,Ty Dolla $ign Featuring E-40,Saved,2016-05-01,rap-song,Ty+Dolla+$ign+Saved
420,Young Greatness,Moolah,2016-05-01,rap-song,Young+Greatness+Moolah
421,Young Thug,Best Friend,2016-04-01,rap-song,Young+Thug+Best+Friend
422,Drake,Hotline Bling,2016-04-01,rap-song,Drake+Hotline+Bling
423,Drake & Future,Jumpman,2016-04-01,rap-song,Drake+Jumpman
424,Kendrick Lamar,Untitled 02 l 06.23.2014.,2016-04-01,rap-song,Kendrick+Lamar+Untitled+02+l+06.23.2014.
425,2 Chainz,Watch Out,2016-04-01,rap-song,2+Chainz+Watch+Out
426,Future,Stick Talk,2016-04-01,rap-song,Future+Stick+Talk
427,Future,March Madness,2016-04-01,rap-song,Future+March+Madness
428,Kendrick Lamar,Untitled 07 l Levitate,2016-04-01,rap-song,Kendrick+Lamar+Untitled+07+l+Levitate
429,DLOW,Do It Like Me,2016-04-01,rap-song,DLOW+Do+It+Like+Me
430,DMX,X Gon' Give It To Ya,2016-03-01,rap-song,DMX+X+Gon'+Give+It+To+Ya
431,Travis Scott,Antidote,2016-03-01,rap-song,Travis+Scott+Antidote
432,Drake & Future,Big Rings,2016-03-01,rap-song,Drake+Big+Rings
433,Kendrick Lamar,Alright,2016-03-01,rap-song,Kendrick+Lamar+Alright
434,iLoveMemphis,Lean & Dabb,2016-03-01,rap-song,iLoveMemphis+Lean+&+Dabb
435,Missy Elliott Featuring Pharrell Williams,WTF (Where They From),2016-03-01,rap-song,Missy+Elliott+WTF
436,Wiz Khalifa Featuring Travi$ Scott,Bake Sale,2016-03-01,rap-song,Wiz+Khalifa+Bake+Sale
437,iLoveMemphis,Hit The Quan,2016-02-01,rap-song,iLoveMemphis+Hit+The+Quan
438,Fetty Wap,Again,2016-02-01,rap-song,Fetty+Wap+Again
439,Post Malone,White Iverson,2016-02-01,rap-song,Post+Malone+White+Iverson
440,Fetty Wap Featuring Remy Boyz,679,2016-02-01,rap-song,Fetty+Wap+679
441,DeJ Loaf Featuring Big Sean,Back Up,2016-02-01,rap-song,DeJ+Loaf+Back+Up
442,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",California,2016-02-01,rap-song,Colonel+Loud+California
443,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,2016-02-01,rap-song,Lil+Dicky+$ave+Dat+Money
444,Lil Durk & DeJ Loaf,My Beyonce,2016-02-01,rap-song,Lil+Durk+My+Beyonce
445,Curren$Y Featuring August Alsina & Lil Wayne,Bottom Of The Bottle,2016-02-01,rap-song,Curren$Y+Bottom+Of+The+Bottle
446,Fetty Wap,RGF Island,2016-02-01,rap-song,Fetty+Wap+RGF+Island
447,Fetty Wap Featuring Monty,My Way,2016-01-01,rap-song,Fetty+Wap+My+Way
448,Future Featuring Drake,Where Ya At,2016-01-01,rap-song,Future+Where+Ya+At
449,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,2016-01-01,rap-song,Big+Sean+Play+No+Games
450,Drake,Right Hand,2016-01-01,rap-song,Drake+Right+Hand
451,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,2016-01-01,rap-song,Macklemore+Downtown
452,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,2016-01-01,rap-song,Ty+Dolla+$ign+Blase
453,Drake,Back To Back,2016-01-01,rap-song,Drake+Back+To+Back
454,Silento,Watch Me,2015-12-01,rap-song,Silento+Watch+Me
455,Drake & Future,Diamonds Dancing,2015-12-01,rap-song,Drake+Diamonds+Dancing
456,K Camp,Comfortable,2015-12-01,rap-song,K+Camp+Comfortable
457,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You,2015-12-01,rap-song,Meek+Mill+All+Eyes+On+You
458,Fetty Wap,Trap Queen,2015-11-01,rap-song,Fetty+Wap+Trap+Queen
459,Lil Wayne & Charlie Puth,Nothing But Trouble (Instagram Models),2015-11-01,rap-song,Lil+Wayne+Nothing+But+Trouble
460,Drake & Future,Scholarships,2015-11-01,rap-song,Drake+Scholarships
461,Drake & Future,Digital Dash,2015-11-01,rap-song,Drake+Digital+Dash
462,Rae Sremmurd,Come Get Her,2015-11-01,rap-song,Rae+Sremmurd+Come+Get+Her
463,Rich Homie Quan,Flex (Ooh Ooh Ooh),2015-10-01,rap-song,Rich+Homie+Quan+Flex
464,Wiz Khalifa Featuring Charlie Puth,See You Again,2015-10-01,rap-song,Wiz+Khalifa+See+You+Again
465,Rae Sremmurd,This Could Be Us,2015-10-01,rap-song,Rae+Sremmurd+This+Could+Be+Us
466,T-Wayne,Nasty Freestyle,2015-10-01,rap-song,T-Wayne+Nasty+Freestyle
467,Meek Mill Featuring Drake,R.I.C.O.,2015-10-01,rap-song,Meek+Mill+R.I.C.O.
468,The Game Featuring Drake,100,2015-10-01,rap-song,The+Game+100
469,Flo Rida Featuring Robin Thicke & Verdine White,"I Don't Like It, I Love It",2015-10-01,rap-song,"Flo+Rida+I+Don't+Like+It,+I+Love+It"
470,N.W.A,Straight Outta Compton,2015-09-01,rap-song,N.W.A+Straight+Outta+Compton
471,Eazy-E,Boyz-N-The Hood,2015-09-01,rap-song,Eazy-E+Boyz-N-The+Hood
472,Pitbull Featuring Chris Brown,Fun,2015-09-01,rap-song,Pitbull+Fun
473,Big Sean Featuring Kanye West & John Legend,One Man Can Change The World,2015-09-01,rap-song,Big+Sean+One+Man+Can+Change+The+World
474,N.W.A,F**k Tha Police,2015-09-01,rap-song,N.W.A+F**k+Tha+Police
475,Kid Ink Featuring DeJ Loaf,Be Real,2015-09-01,rap-song,Kid+Ink+Be+Real
476,Drake,Energy,2015-09-01,rap-song,Drake+Energy
477,Nicki Minaj,The Night Is Still Young,2015-08-01,rap-song,Nicki+Minaj+The+Night+Is+Still+Young
478,Big Sean Featuring Drake,Blessings,2015-08-01,rap-song,Big+Sean+Blessings
479,Future,Commas,2015-08-01,rap-song,Future+Commas
480,Tech N9Ne Featuring 2 Chainz & B.o.B,Hood Go Crazy,2015-08-01,rap-song,Tech+N9Ne+Hood+Go+Crazy
481,Meek Mill Featuring Future,Jump Out The Face,2015-08-01,rap-song,Meek+Mill+Jump+Out+The+Face
482,Meek Mill,Lord Knows,2015-08-01,rap-song,Meek+Mill+Lord+Knows
483,Eminem Featuring Gwen Stefani,Kings Never Die,2015-08-01,rap-song,Eminem+Kings+Never+Die
484,Wale Featuring Usher,The Matrimony,2015-08-01,rap-song,Wale+The+Matrimony
485,Pitbull & Ne-Yo,Time Of Our Lives,2015-08-01,rap-song,Pitbull+Time+Of+Our+Lives
486,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",How Many Times,2015-08-01,rap-song,DJ+Khaled+How+Many+Times
487,J. Cole,Wet Dreamz,2015-07-01,rap-song,J.+Cole+Wet+Dreamz
488,Bandit Gang Marco Featuring Dro,Nasty,2015-07-01,rap-song,Bandit+Gang+Marco+Nasty
489,Nicki Minaj Featuring Drake & Lil Wayne,Truffle Butter,2015-07-01,rap-song,Nicki+Minaj+Truffle+Butter
490,Young Thug,Check,2015-07-01,rap-song,Young+Thug+Check
491,Chedda Da Connect,Flicka Da Wrist,2015-07-01,rap-song,Chedda+Da+Connect+Flicka+Da+Wrist
492,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",All Day,2015-07-01,rap-song,Kanye+West+All+Day
493,Drake,Know Yourself,2015-07-01,rap-song,Drake+Know+Yourself
494,Nicki Minaj Featuring Beyonce,Feeling Myself,2015-07-01,rap-song,Nicki+Minaj+Feeling+Myself
495,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,2015-06-01,rap-song,Flo+Rida+G.D.F.R.
496,Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,2015-06-01,rap-song,Rae+Sremmurd+Throw+Sum+Mo
497,Kevin Gates Featuring August Alsina,I Don't Get Tired (#IDGT),2015-06-01,rap-song,Kevin+Gates+I+Don't+Get+Tired
498,Kendrick Lamar,King Kunta,2015-06-01,rap-song,Kendrick+Lamar+King+Kunta
499,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Only,2015-05-01,rap-song,Nicki+Minaj+Only
500,Drake,Legend,2015-05-01,rap-song,Drake+Legend
501,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",Ride Out,2015-05-01,rap-song,"Kid+Ink,+Tyga,+Wale,+YG+Ride+Out"
502,Iggy Azalea Featuring Jennifer Hudson,Trouble,2015-05-01,rap-song,Iggy+Azalea+Trouble
503,Drake,10 Bands,2015-05-01,rap-song,Drake+10+Bands
504,LunchMoney Lewis,Bills,2015-05-01,rap-song,LunchMoney+Lewis+Bills
505,Big Sean Featuring E-40,I Don't F**k With You,2015-04-01,rap-song,Big+Sean+I+Don't+F**k+With+You
506,Rae Sremmurd,No Type,2015-04-01,rap-song,Rae+Sremmurd+No+Type
507,O.T. Genasis,CoCo,2015-04-01,rap-song,O.T.+Genasis+CoCo
508,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",These Walls,2015-04-01,rap-song,Kendrick+Lamar+These+Walls
509,Kendrick Lamar Featuring George Clinton & Thundercat,Wesley's Theory,2015-04-01,rap-song,Kendrick+Lamar+Wesley's+Theory
510,J. Cole,Apparently,2015-04-01,rap-song,J.+Cole+Apparently
511,Kendrick Lamar,The Blacker The Berry,2015-04-01,rap-song,Kendrick+Lamar+The+Blacker+The+Berry
512,Wale Featuring Jeremih,The Body,2015-03-01,rap-song,Wale+The+Body
513,Common & John Legend,Glory,2015-03-01,rap-song,Common+Glory
514,B.o.B Featuring Trey Songz,Not For Long,2015-03-01,rap-song,B.o.B+Not+For+Long
515,Drake,6 Man,2015-03-01,rap-song,Drake+6+Man
516,Drake,Now & Forever,2015-03-01,rap-song,Drake+Now+&+Forever
517,DeJ Loaf,Try Me,2015-03-01,rap-song,DeJ+Loaf+Try+Me
518,Drake Featuring Lil Wayne,Used To,2015-03-01,rap-song,Drake+Used+To
519,Drake,6 God,2015-03-01,rap-song,Drake+6+God
520,Drake,No Tellin',2015-03-01,rap-song,Drake+No+Tellin'
521,Iggy Azalea Featuring M0,Beg For It,2015-02-01,rap-song,Iggy+Azalea+Beg+For+It
522,Bobby Shmurda,Hot Boy,2015-02-01,rap-song,Bobby+Shmurda+Hot+Boy
523,Nicki Minaj,Anaconda,2015-02-01,rap-song,Nicki+Minaj+Anaconda
524,Jack & Jack Featuring Skate,Like That,2015-02-01,rap-song,Jack+Like+That
525,Nicki Minaj Featuring Skylar Grey,Bed Of Lies,2015-02-01,rap-song,Nicki+Minaj+Bed+Of+Lies
526,J. Cole,No Role Modelz,2015-02-01,rap-song,J.+Cole+No+Role+Modelz
527,Hoodie Allen Featuring Ed Sheeran,All About It,2015-02-01,rap-song,Hoodie+Allen+All+About+It
528,Kid Ink Featuring Usher & Tinashe,Body Language,2015-02-01,rap-song,Kid+Ink+Body+Language
529,Fergie,L.A.LOVE (la la),2015-02-01,rap-song,Fergie+L.A.LOVE
530,Pitbull Featuring John Ryan,Fireball,2015-02-01,rap-song,Pitbull+Fireball
531,Iggy Azalea Featuring Rita Ora,Black Widow,2015-01-01,rap-song,Iggy+Azalea+Black+Widow
532,Rich Gang Featuring Young Thug & Rich Homie Quan,Lifestyle,2015-01-01,rap-song,Rich+Gang+Lifestyle
533,Drake,0 To 100 / The Catch Up,2015-01-01,rap-song,Drake+0+To+100+
534,Rae Sremmurd,No Flex Zone,2015-01-01,rap-song,Rae+Sremmurd+No+Flex+Zone
535,Nicki Minaj Featuring Ariana Grande,Get On Your Knees,2015-01-01,rap-song,Nicki+Minaj+Get+On+Your+Knees
536,Kendrick Lamar,i,2015-01-01,rap-song,Kendrick+Lamar+i
537,T.I. Featuring Young Thug,About The Money,2014-12-01,rap-song,T.I.+About+The+Money
538,Snootie Wild Featuring K Camp,Made Me,2014-12-01,rap-song,Snootie+Wild+Made+Me
539,Bobby Shmurda,Bobby Bitch,2014-12-01,rap-song,Bobby+Shmurda+Bobby+Bitch
540,Migos,Handsome And Wealthy,2014-12-01,rap-song,Migos+Handsome+And+Wealthy
541,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,You And Your Friends,2014-12-01,rap-song,Wiz+Khalifa+You+And+Your+Friends
542,T.I. Featuring Iggy Azalea,No Mediocre,2014-12-01,rap-song,T.I.+No+Mediocre
543,Becky G,Shower,2014-12-01,rap-song,Becky+G+Shower
544,Iggy Azalea Featuring Charli XCX,Fancy,2014-11-01,rap-song,Iggy+Azalea+Fancy
545,OG Maco Featuring 2 Chainz,U Guessed It,2014-11-01,rap-song,OG+Maco+U+Guessed+It
546,TeeFLii Featuring 2 Chainz,24 Hours,2014-11-01,rap-song,TeeFLii+24+Hours
547,Tyga Featuring Young Thug,Hookah,2014-11-01,rap-song,Tyga+Hookah
548,ScHoolboy Q Featuring BJ The Chicago Kid,Studio,2014-11-01,rap-song,ScHoolboy+Q+Studio
549,Migos,Fight Night,2014-11-01,rap-song,Migos+Fight+Night
550,Jimmy Fallon Featuring will.i.am,EW!,2014-11-01,rap-song,Jimmy+Fallon+EW!
551,Lil Wayne Featuring Drake,Believe Me,2014-10-01,rap-song,Lil+Wayne+Believe+Me
552,Iggy Azalea,Work,2014-10-01,rap-song,Iggy+Azalea+Work
553,Lil Jon Featuring Tyga,Bend Ova,2014-10-01,rap-song,Lil+Jon+Bend+Ova
554,Jeezy Featuring Jay Z,Seen It All,2014-10-01,rap-song,Jeezy+Seen+It+All
555,Eminem Featuring Sia,Guts Over Fear,2014-10-01,rap-song,Eminem+Guts+Over+Fear
556,YelaWolf,Till It's Gone,2014-10-01,rap-song,YelaWolf+Till+It's+Gone
557,Nicki Minaj,Pills N Potions,2014-10-01,rap-song,Nicki+Minaj+Pills+N+Potions
558,Wiz Khalifa,We Dem Boyz,2014-09-01,rap-song,Wiz+Khalifa+We+Dem+Boyz
559,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",Delirious (Boneless),2014-09-01,rap-song,"Steve+Aoki,+Chris+Lake+Delirious"
