,artist,track,date,chart,spotify_query
283,Luke Combs,She Got The Best Of Me,2018-12-01,hot-100,Luke+Combs+She+Got+The+Best+Of+Me
284,Drake,Nonstop,2018-12-01,hot-100,Drake+Nonstop
285,Lil Baby & Drake,Yes Indeed,2018-12-01,hot-100,Lil+Baby+Yes+Indeed
286,Tyga Featuring Offset,Taste,2018-12-01,hot-100,Tyga+Taste
287,Future & Juice WRLD,Fine China,2018-11-01,hot-100,Future+Fine+China
288,Ariana Grande,No Tears Left To Cry,2018-11-01,hot-100,Ariana+Grande+No+Tears+Left+To+Cry
289,Lil Baby & Gunna Featuring Drake,Never Recover,2018-11-01,hot-100,Lil+Baby+Never+Recover
290,Selena Gomez,Back To You,2018-11-01,hot-100,Selena+Gomez+Back+To+You
291,6ix9ine Featuring Bobby Shmurda,STOOPID,2018-11-01,hot-100,6ix9ine+STOOPID
292,"Zedd, Maren Morris & Grey",The Middle,2018-11-01,hot-100,"Zedd,+Maren+Morris+The+Middle"
293,Lil Baby,Close Friends,2018-11-01,hot-100,Lil+Baby+Close+Friends
294,Taylor Swift,Delicate,2018-11-01,hot-100,Taylor+Swift+Delicate
295,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,2018-11-01,hot-100,YG+Big+Bank
296,Kanye West & Lil Pump,I Love It,2018-11-01,hot-100,Kanye+West+I+Love+It
297,Bebe Rexha,I'm A Mess,2018-11-01,hot-100,Bebe+Rexha+I'm+A+Mess
298,Lil Uzi Vert,New Patek,2018-10-01,hot-100,Lil+Uzi+Vert+New+Patek
299,Ed Sheeran,Perfect,2018-10-01,hot-100,Ed+Sheeran+Perfect
300,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,2018-10-01,hot-100,DJ+Khaled+No+Brainer
301,Lil Peep & XXXTENTACION,Falling Down,2018-10-01,hot-100,Lil+Peep+Falling+Down
302,Eminem Featuring Joyner Lucas,Lucky You,2018-10-01,hot-100,Eminem+Lucky+You
303,Bebe Rexha & Florida Georgia Line,Meant To Be,2018-10-01,hot-100,Bebe+Rexha+Meant+To+Be
304,Old Dominion,Hotel Key,2018-10-01,hot-100,Old+Dominion+Hotel+Key
305,French Montana Featuring Drake,No Stylist,2018-10-01,hot-100,French+Montana+No+Stylist
306,Drake,God's Plan,2018-10-01,hot-100,Drake+God's+Plan
307,Florida Georgia Line,Simple,2018-10-01,hot-100,Florida+Georgia+Line+Simple
308,Machine Gun Kelly,Rap Devil,2018-10-01,hot-100,Machine+Gun+Kelly+Rap+Devil
309,Drake,Nice For What,2018-10-01,hot-100,Drake+Nice+For+What
310,Eminem,Killshot,2018-10-01,hot-100,Eminem+Killshot
311,Calvin Harris & Dua Lipa,One Kiss,2018-09-01,hot-100,Calvin+Harris+One+Kiss
312,XXXTENTACION,Moonlight,2018-09-01,hot-100,XXXTENTACION+Moonlight
313,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,2018-09-01,hot-100,"Casper+Magico,+Nio+Garcia,+Darell,+Nicky+Jam,+Ozuna+Te+Bote"
314,The Carters,Apes**t,2018-09-01,hot-100,The+Carters+Apes**t
315,Kenny Chesney,Get Along,2018-09-01,hot-100,Kenny+Chesney+Get+Along
316,Thomas Rhett,Life Changes,2018-09-01,hot-100,Thomas+Rhett+Life+Changes
317,Shawn Mendes,In My Blood,2018-09-01,hot-100,Shawn+Mendes+In+My+Blood
318,Camila Cabello,Never Be The Same,2018-09-01,hot-100,Camila+Cabello+Never+Be+The+Same
319,Luke Bryan,"Sunrise, Sunburn, Sunset",2018-09-01,hot-100,"Luke+Bryan+Sunrise,+Sunburn,+Sunset"
320,Cole Swindell,Break Up In The End,2018-09-01,hot-100,Cole+Swindell+Break+Up+In+The+End
321,Nicki Minaj,Barbie Dreams,2018-09-01,hot-100,Nicki+Minaj+Barbie+Dreams
322,Bazzi,Mine,2018-09-01,hot-100,Bazzi+Mine
323,Marshmello & Anne-Marie,Friends,2018-09-01,hot-100,Marshmello+Friends
324,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,2018-09-01,hot-100,Jason+Aldean+Drowns+The+Whiskey
325,Brett Young,Mercy,2018-09-01,hot-100,Brett+Young+Mercy
326,Travis Scott,Stargazing,2018-09-01,hot-100,Travis+Scott+Stargazing
327,Keith Urban Featuring Julia Michaels,Coming Home,2018-08-01,hot-100,Keith+Urban+Coming+Home
328,Luke Combs,One Number Away,2018-08-01,hot-100,Luke+Combs+One+Number+Away
329,Nicky Jam x J Balvin,X,2018-08-01,hot-100,Nicky+Jam+x+J+Balvin+X
330,Cardi B,Be Careful,2018-08-01,hot-100,Cardi+B+Be+Careful
331,Childish Gambino,This Is America,2018-08-01,hot-100,Childish+Gambino+This+Is+America
332,Foster The People,Sit Next To Me,2018-08-01,hot-100,Foster+The+People+Sit+Next+To+Me
333,Jake Owen,I Was Jack (You Were Diane),2018-08-01,hot-100,Jake+Owen+I+Was+Jack
334,BlocBoy JB Featuring Drake,Look Alive,2018-08-01,hot-100,BlocBoy+JB+Look+Alive
335,Drake,I'm Upset,2018-08-01,hot-100,Drake+I'm+Upset
336,Imagine Dragons,Whatever It Takes,2018-08-01,hot-100,Imagine+Dragons+Whatever+It+Takes
337,Dua Lipa,New Rules,2018-07-01,hot-100,Dua+Lipa+New+Rules
338,Post Malone Featuring 21 Savage,Rockstar,2018-07-01,hot-100,Post+Malone+Rockstar
339,XXXTENTACION Featuring Trippie Redd,F**k Love,2018-07-01,hot-100,XXXTENTACION+F**k+Love
340,Kane Brown,Heaven,2018-07-01,hot-100,Kane+Brown+Heaven
341,Camila Cabello Featuring Young Thug,Havana,2018-07-01,hot-100,Camila+Cabello+Havana
342,Juice WRLD,All Girls Are The Same,2018-07-01,hot-100,Juice+WRLD+All+Girls+Are+The+Same
343,XXXTENTACION,Everybody Dies In Their Nightmares,2018-07-01,hot-100,XXXTENTACION+Everybody+Dies+In+Their+Nightmares
344,Lil Dicky Featuring Chris Brown,Freaky Friday,2018-07-01,hot-100,Lil+Dicky+Freaky+Friday
345,Maroon 5,Wait,2018-07-01,hot-100,Maroon+5+Wait
346,Migos Featuring Drake,Walk It Talk It,2018-07-01,hot-100,Migos+Walk+It+Talk+It
347,XXXTENTACION,Jocelyn Flores,2018-07-01,hot-100,XXXTENTACION+Jocelyn+Flores
348,Rich The Kid,Plug Walk,2018-07-01,hot-100,Rich+The+Kid+Plug+Walk
349,XXXTENTACION,Changes,2018-07-01,hot-100,XXXTENTACION+Changes
350,BTS,Fake Love,2018-06-01,hot-100,BTS+Fake+Love
351,The Weeknd & Kendrick Lamar,Pray For Me,2018-06-01,hot-100,The+Weeknd+Pray+For+Me
352,Jason Aldean,You Make It Easy,2018-06-01,hot-100,Jason+Aldean+You+Make+It+Easy
353,Post Malone Featuring Nicki Minaj,Ball For Me,2018-06-01,hot-100,Post+Malone+Ball+For+Me
354,J. Cole,KOD,2018-06-01,hot-100,J.+Cole+KOD
355,Daddy Yankee,Dura,2018-06-01,hot-100,Daddy+Yankee+Dura
356,Offset & Metro Boomin,Ric Flair Drip,2018-06-01,hot-100,Offset+Ric+Flair+Drip
357,YoungBoy Never Broke Again,Overdose,2018-06-01,hot-100,YoungBoy+Never+Broke+Again+Overdose
358,Rae Sremmurd & Juicy J,Powerglide,2018-06-01,hot-100,Rae+Sremmurd+Powerglide
359,Kendrick Lamar & SZA,All The Stars,2018-06-01,hot-100,Kendrick+Lamar+All+The+Stars
360,The Weeknd,Call Out My Name,2018-06-01,hot-100,The+Weeknd+Call+Out+My+Name
361,Nicki Minaj,Chun-Li,2018-06-01,hot-100,Nicki+Minaj+Chun-Li
362,Bruno Mars & Cardi B,Finesse,2018-06-01,hot-100,Bruno+Mars+Finesse
363,J. Cole,Motiv8,2018-05-01,hot-100,J.+Cole+Motiv8
364,J. Cole,1985 (Intro To The Fall Off),2018-05-01,hot-100,J.+Cole+1985
365,J. Cole,Photograph,2018-05-01,hot-100,J.+Cole+Photograph
366,J. Cole,Kevin's Heart,2018-05-01,hot-100,J.+Cole+Kevin's+Heart
367,J. Cole,ATM,2018-05-01,hot-100,J.+Cole+ATM
368,J. Cole Featuring kiLL edward,The Cut Off,2018-05-01,hot-100,J.+Cole+The+Cut+Off
369,Portugal. The Man,Feel It Still,2018-05-01,hot-100,Portugal.+The+Man+Feel+It+Still
370,NF,Let You Down,2018-05-01,hot-100,NF+Let+You+Down
371,J. Cole,Once An Addict (Interlude),2018-05-01,hot-100,J.+Cole+Once+An+Addict
372,J. Cole Featuring kiLL edward,Friends,2018-05-01,hot-100,J.+Cole+Friends
373,Imagine Dragons,Thunder,2018-05-01,hot-100,Imagine+Dragons+Thunder
374,J. Cole,Window Pain (Outro),2018-05-01,hot-100,J.+Cole+Window+Pain
375,Migos,Stir Fry,2018-05-01,hot-100,Migos+Stir+Fry
376,Lil Pump,Esskeetit,2018-05-01,hot-100,Lil+Pump+Esskeetit
377,Famous Dex,Japan,2018-05-01,hot-100,Famous+Dex+Japan
378,Avicii,Wake Me Up!,2018-05-01,hot-100,Avicii+Wake+Me+Up!
379,J. Cole,Brackets,2018-05-01,hot-100,J.+Cole+Brackets
380,G-Eazy & Halsey,Him & I,2018-04-01,hot-100,G-Eazy+Him+&+I
381,YoungBoy Never Broke Again,Outside Today,2018-04-01,hot-100,YoungBoy+Never+Broke+Again+Outside+Today
382,MAX Featuring gnash,Lights Down Low,2018-04-01,hot-100,MAX+Lights+Down+Low
383,Jordan Davis,Singles You Up,2018-04-01,hot-100,Jordan+Davis+Singles+You+Up
384,Cardi B Featuring 21 Savage,Bartier Cardi,2018-04-01,hot-100,Cardi+B+Bartier+Cardi
385,Luke Bryan,Most People Are Good,2018-04-01,hot-100,Luke+Bryan+Most+People+Are+Good
386,"Migos, Nicki Minaj & Cardi B",MotorSport,2018-04-01,hot-100,"Migos,+Nicki+Minaj+MotorSport"
387,Selena Gomez X Marshmello,Wolves,2018-04-01,hot-100,Selena+Gomez+Marshmello+Wolves
388,Kendrick Lamar Featuring Zacari,Love.,2018-04-01,hot-100,Kendrick+Lamar+Love.
389,Rich The Kid Featuring Kendrick Lamar,New Freezer,2018-04-01,hot-100,Rich+The+Kid+New+Freezer
390,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,2018-04-01,hot-100,G-Eazy+No+Limit
391,Halsey,Bad At Love,2018-04-01,hot-100,Halsey+Bad+At+Love
392,N*E*R*D & Rihanna,Lemon,2018-04-01,hot-100,N*E*R*D+Lemon
393,Thomas Rhett,Marry Me,2018-04-01,hot-100,Thomas+Rhett+Marry+Me
394,Justin Timberlake Featuring Chris Stapleton,Say Something,2018-04-01,hot-100,Justin+Timberlake+Say+Something
395,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,2018-04-01,hot-100,"Jay+Rock,+Kendrick+Lamar,+Future+King's+Dead"
396,Post Malone,I Fall Apart,2018-04-01,hot-100,Post+Malone+I+Fall+Apart
397,Ed Sheeran,Shape Of You,2018-03-01,hot-100,Ed+Sheeran+Shape+Of+You
398,Charlie Puth,How Long,2018-03-01,hot-100,Charlie+Puth+How+Long
399,6ix9ine,Gummo,2018-03-01,hot-100,6ix9ine+Gummo
400,Demi Lovato,Sorry Not Sorry,2018-03-01,hot-100,Demi+Lovato+Sorry+Not+Sorry
401,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,2018-03-01,hot-100,Hailee+Steinfeld+Let+Me+Go
402,Gucci Mane Featuring Migos,I Get The Bag,2018-03-01,hot-100,Gucci+Mane+I+Get+The+Bag
403,Lil Pump,Gucci Gang,2018-03-01,hot-100,Lil+Pump+Gucci+Gang
404,Sam Smith,Too Good At Goodbyes,2018-03-01,hot-100,Sam+Smith+Too+Good+At+Goodbyes
405,Scotty McCreery,Five More Minutes,2018-03-01,hot-100,Scotty+McCreery+Five+More+Minutes
406,A$AP Ferg Featuring Nicki Minaj,Plain Jane,2018-03-01,hot-100,A$AP+Ferg+Plain+Jane
407,Miguel Featuring Travis Scott,Sky Walker,2018-03-01,hot-100,Miguel+Sky+Walker
408,Eminem Featuring Ed Sheeran,River,2018-03-01,hot-100,Eminem+River
409,Cardi B,Bodak Yellow (Money Moves),2018-03-01,hot-100,Cardi+B+Bodak+Yellow
410,Khalid,Young Dumb & Broke,2018-03-01,hot-100,Khalid+Young+Dumb+&+Broke
411,Drake,Diplomatic Immunity,2018-02-01,hot-100,Drake+Diplomatic+Immunity
412,Imagine Dragons,Believer,2018-02-01,hot-100,Imagine+Dragons+Believer
413,Russell Dickerson,Yours,2018-02-01,hot-100,Russell+Dickerson+Yours
414,Charlie Puth,Attention,2018-02-01,hot-100,Charlie+Puth+Attention
415,21 Savage,Bank Account,2018-02-01,hot-100,21+Savage+Bank+Account
416,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,2018-02-01,hot-100,Logic+1-800-273-8255
417,J Balvin & Willy William Featuring Beyonce,Mi Gente,2018-02-01,hot-100,J+Balvin+Mi+Gente
418,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,2018-02-01,hot-100,"6ix9ine,+Fetty+Wap+KEKE"
419,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,2018-02-01,hot-100,Lil+Uzi+Vert+The+Way+Life+Goes
420,Maroon 5 Featuring SZA,What Lovers Do,2018-02-01,hot-100,Maroon+5+What+Lovers+Do
421,Justin Timberlake,Filthy,2018-02-01,hot-100,Justin+Timberlake+Filthy
422,Kodak Black Featuring XXXTENTACION,Roll In Peace,2018-02-01,hot-100,Kodak+Black+Roll+In+Peace
423,Taylor Swift Featuring Ed Sheeran & Future,End Game,2018-02-01,hot-100,Taylor+Swift+End+Game
424,French Montana Featuring Swae Lee,Unforgettable,2018-02-01,hot-100,French+Montana+Unforgettable
425,Marshmello Featuring Khalid,Silence,2018-01-01,hot-100,Marshmello+Silence
426,Bruno Mars,That's What I Like,2018-01-01,hot-100,Bruno+Mars+That's+What+I+Like
427,SZA,The Weekend,2018-01-01,hot-100,SZA+The+Weekend
428,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,2018-01-01,hot-100,Luis+Fonsi+Despacito
429,Luke Combs,When It Rains It Pours,2017-12-01,hot-100,Luke+Combs+When+It+Rains+It+Pours
430,Taylor Swift,Look What You Made Me Do,2017-12-01,hot-100,Taylor+Swift+Look+What+You+Made+Me+Do
431,Liam Payne Featuring Quavo,Strip That Down,2017-12-01,hot-100,Liam+Payne+Strip+That+Down
432,Shawn Mendes,There's Nothing Holdin' Me Back,2017-12-01,hot-100,Shawn+Mendes+There's+Nothing+Holdin'+Me+Back
433,Niall Horan,Slow Hands,2017-12-01,hot-100,Niall+Horan+Slow+Hands
434,Post Malone Featuring Quavo,Congratulations,2017-12-01,hot-100,Post+Malone+Congratulations
435,blackbear,Do Re Mi,2017-12-01,hot-100,blackbear+Do+Re+Mi
436,Kane Brown Featuring Lauren Alaina,What Ifs,2017-12-01,hot-100,Kane+Brown+What+Ifs
437,LANCO,Greatest Love Story,2017-12-01,hot-100,LANCO+Greatest+Love+Story
438,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,2017-12-01,hot-100,Chris+Brown+Pills+And+Automobiles
439,Kendrick Lamar,Humble.,2017-12-01,hot-100,Kendrick+Lamar+Humble.
440,Lil Uzi Vert,XO TOUR Llif3,2017-12-01,hot-100,Lil+Uzi+Vert+XO+TOUR+Llif3
441,The Chainsmokers & Coldplay,Something Just Like This,2017-12-01,hot-100,The+Chainsmokers+Something+Just+Like+This
442,GoldLink Featuring Brent Faiyaz & Shy Glizzy,Crew,2017-12-01,hot-100,GoldLink+Crew
443,Kesha,Praying,2017-12-01,hot-100,Kesha+Praying
444,Eminem Featuring Beyonce,Walk On Water,2017-12-01,hot-100,Eminem+Walk+On+Water
445,P!nk,What About Us,2017-12-01,hot-100,P!nk+What+About+Us
446,Yo Gotti Featuring Nicki Minaj,Rake It Up,2017-12-01,hot-100,Yo+Gotti+Rake+It+Up
447,Taylor Swift,...Ready For It?,2017-12-01,hot-100,Taylor+Swift+...Ready+For+It?
448,SZA Featuring Travis Scott,Love Galore,2017-11-01,hot-100,SZA+Love+Galore
449,Carly Pearce,Every Little Thing,2017-11-01,hot-100,Carly+Pearce+Every+Little+Thing
450,Cheat Codes Featuring Demi Lovato,No Promises,2017-11-01,hot-100,Cheat+Codes+No+Promises
451,Thomas Rhett,Unforgettable,2017-11-01,hot-100,Thomas+Rhett+Unforgettable
452,James Arthur,Say You Won't Let Go,2017-11-01,hot-100,James+Arthur+Say+You+Won't+Let+Go
453,Khalid,Location,2017-11-01,hot-100,Khalid+Location
454,Sam Hunt,Body Like A Back Road,2017-11-01,hot-100,Sam+Hunt+Body+Like+A+Back+Road
455,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017-11-01,hot-100,DJ+Khaled+Wild+Thoughts
456,Future,Mask Off,2017-10-01,hot-100,Future+Mask+Off
457,Jon Pardi,Heartache On The Dance Floor,2017-10-01,hot-100,Jon+Pardi+Heartache+On+The+Dance+Floor
458,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,2017-10-01,hot-100,Calvin+Harris+Feels
459,Zedd & Alessia Cara,Stay,2017-10-01,hot-100,Zedd+Stay
460,Kendrick Lamar Featuring Rihanna,Loyalty.,2017-10-01,hot-100,Kendrick+Lamar+Loyalty.
461,Dustin Lynch,Small Town Boy,2017-10-01,hot-100,Dustin+Lynch+Small+Town+Boy
462,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,2017-10-01,hot-100,DJ+Khaled+I'm+The+One
463,Childish Gambino,Redbone,2017-10-01,hot-100,Childish+Gambino+Redbone
464,Justin Bieber + BloodPop,Friends,2017-10-01,hot-100,Justin+Bieber+++BloodPop+Friends
465,Ed Sheeran,Castle On The Hill,2017-09-01,hot-100,Ed+Sheeran+Castle+On+The+Hill
466,Old Dominion,No Such Thing As A Broken Heart,2017-09-01,hot-100,Old+Dominion+No+Such+Thing+As+A+Broken+Heart
467,Selena Gomez Featuring Gucci Mane,Fetish,2017-09-01,hot-100,Selena+Gomez+Fetish
468,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,2017-09-01,hot-100,2+Chainz+It's+A+Vibe
469,Migos Featuring Gucci Mane,Slippery,2017-09-01,hot-100,Migos+Slippery
470,Brett Young,In Case You Didn't Know,2017-09-01,hot-100,Brett+Young+In+Case+You+Didn't+Know
471,A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,2017-09-01,hot-100,A+Boogie+Wit+da+Hoodie+Drowning
472,YFN Lucci Featuring PnB Rock,Everyday We Lit,2017-09-01,hot-100,YFN+Lucci+Everyday+We+Lit
473,Bruno Mars,Versace On The Floor,2017-09-01,hot-100,Bruno+Mars+Versace+On+The+Floor
474,Halsey,Now Or Never,2017-09-01,hot-100,Halsey+Now+Or+Never
475,Kygo x Selena Gomez,It Ain't Me,2017-09-01,hot-100,Kygo+x+Selena+Gomez+It+Ain't+Me
476,Playboi Carti,Magnolia,2017-09-01,hot-100,Playboi+Carti+Magnolia
477,Julia Michaels,Issues,2017-08-01,hot-100,Julia+Michaels+Issues
478,Selena Gomez,Bad Liar,2017-08-01,hot-100,Selena+Gomez+Bad+Liar
479,Bruno Mars,24K Magic,2017-08-01,hot-100,Bruno+Mars+24K+Magic
480,Maluma,Felices Los 4,2017-08-01,hot-100,Maluma+Felices+Los+4
481,KYLE Featuring Lil Yachty,iSpy,2017-08-01,hot-100,KYLE+iSpy
482,Migos Featuring Lil Uzi Vert,Bad And Boujee,2017-08-01,hot-100,Migos+Bad+And+Boujee
483,Thomas Rhett Featuring Maren Morris,Craving You,2017-08-01,hot-100,Thomas+Rhett+Craving+You
484,Ayo & Teo,Rolex,2017-08-01,hot-100,Ayo+Rolex
485,Dylan Scott,My Girl,2017-08-01,hot-100,Dylan+Scott+My+Girl
486,The Chainsmokers Featuring Halsey,Closer,2017-08-01,hot-100,The+Chainsmokers+Closer
487,David Guetta Featuring Justin Bieber,2U,2017-08-01,hot-100,David+Guetta+2U
488,Miley Cyrus,Malibu,2017-08-01,hot-100,Miley+Cyrus+Malibu
489,Rae Sremmurd,Swang,2017-07-01,hot-100,Rae+Sremmurd+Swang
490,Lady Gaga,The Cure,2017-07-01,hot-100,Lady+Gaga+The+Cure
491,Keith Urban Featuring Carrie Underwood,The Fighter,2017-07-01,hot-100,Keith+Urban+The+Fighter
492,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017-07-01,hot-100,Calvin+Harris+Slide
493,Drake,Passionfruit,2017-07-01,hot-100,Drake+Passionfruit
494,Luke Combs,Hurricane,2017-07-01,hot-100,Luke+Combs+Hurricane
495,Migos,T-Shirt,2017-07-01,hot-100,Migos+T-Shirt
496,Kodak Black,Tunnel Vision,2017-07-01,hot-100,Kodak+Black+Tunnel+Vision
497,Alessia Cara,Scars To Your Beautiful,2017-07-01,hot-100,Alessia+Cara+Scars+To+Your+Beautiful
498,Travis Scott,Goosebumps,2017-07-01,hot-100,Travis+Scott+Goosebumps
499,Harry Styles,Sign Of The Times,2017-07-01,hot-100,Harry+Styles+Sign+Of+The+Times
500,Kendrick Lamar,DNA.,2017-07-01,hot-100,Kendrick+Lamar+DNA.
501,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,Swalla,2017-07-01,hot-100,Jason+Derulo+Swalla
502,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye,2017-06-01,hot-100,Clean+Bandit+Rockabye
503,Big Sean,Bounce Back,2017-06-01,hot-100,Big+Sean+Bounce+Back
504,XXXTENTACION,Look At Me!,2017-06-01,hot-100,XXXTENTACION+Look+At+Me!
505,Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),2017-06-01,hot-100,Zayn+/+Taylor+Swift+I+Don't+Wanna+Live+Forever
506,The Weeknd Featuring Daft Punk,I Feel It Coming,2017-06-01,hot-100,The+Weeknd+I+Feel+It+Coming
507,Gucci Mane Featuring Drake,Both,2017-06-01,hot-100,Gucci+Mane+Both
508,Rihanna,Love On The Brain,2017-06-01,hot-100,Rihanna+Love+On+The+Brain
509,The Chainsmokers,Paris,2017-06-01,hot-100,The+Chainsmokers+Paris
510,Maroon 5 Featuring Future,Cold,2017-06-01,hot-100,Maroon+5+Cold
511,Kendrick Lamar,Yah.,2017-05-01,hot-100,Kendrick+Lamar+Yah.
512,Kendrick Lamar Featuring U2,XXX.,2017-05-01,hot-100,Kendrick+Lamar+XXX.
513,Kendrick Lamar,Feel.,2017-05-01,hot-100,Kendrick+Lamar+Feel.
514,Kendrick Lamar,Pride.,2017-05-01,hot-100,Kendrick+Lamar+Pride.
515,Katy Perry Featuring Skip Marley,Chained To The Rhythm,2017-05-01,hot-100,Katy+Perry+Chained+To+The+Rhythm
516,Kendrick Lamar,Lust.,2017-05-01,hot-100,Kendrick+Lamar+Lust.
517,Justin Timberlake,Can't Stop The Feeling!,2017-05-01,hot-100,Justin+Timberlake+Can't+Stop+The+Feeling!
518,Shawn Mendes,Mercy,2017-05-01,hot-100,Shawn+Mendes+Mercy
519,Kendrick Lamar,Fear.,2017-05-01,hot-100,Kendrick+Lamar+Fear.
520,Kendrick Lamar,Element.,2017-05-01,hot-100,Kendrick+Lamar+Element.
521,"Nicki Minaj, Drake & Lil Wayne",No Frauds,2017-04-01,hot-100,"Nicki+Minaj,+Drake+No+Frauds"
522,Marian Hill,Down,2017-04-01,hot-100,Marian+Hill+Down
523,Lady Gaga,Million Reasons,2017-04-01,hot-100,Lady+Gaga+Million+Reasons
524,Noah Cyrus Featuring Labrinth,Make Me (Cry),2017-04-01,hot-100,Noah+Cyrus+Make+Me
525,Auli'i Cravalho,How Far I'll Go,2017-04-01,hot-100,Auli'i+Cravalho+How+Far+I'll+Go
526,twenty one pilots,Heathens,2017-04-01,hot-100,twenty+one+pilots+Heathens
527,Chris Brown Featuring Usher & Gucci Mane,Party,2017-04-01,hot-100,Chris+Brown+Party
528,DJ Snake Featuring Justin Bieber,Let Me Love You,2017-04-01,hot-100,DJ+Snake+Let+Me+Love+You
529,Rae Sremmurd Featuring Gucci Mane,Black Beatles,2017-04-01,hot-100,Rae+Sremmurd+Black+Beatles
530,Lorde,Green Light,2017-04-01,hot-100,Lorde+Green+Light
531,Adele,Water Under The Bridge,2017-04-01,hot-100,Adele+Water+Under+The+Bridge
532,Jon Pardi,Dirt On My Boots,2017-04-01,hot-100,Jon+Pardi+Dirt+On+My+Boots
533,Drake,Fake Love,2017-04-01,hot-100,Drake+Fake+Love
534,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,2017-04-01,hot-100,Maroon+5+Don't+Wanna+Know
535,Machine Gun Kelly x Camila Cabello,Bad Things,2017-04-01,hot-100,Machine+Gun+Kelly+x+Camila+Cabello+Bad+Things
536,The Weeknd Featuring Daft Punk,Starboy,2017-04-01,hot-100,The+Weeknd+Starboy
537,Amine,Caroline,2017-04-01,hot-100,Amine+Caroline
538,Ariana Grande Featuring Nicki Minaj,Side To Side,2017-03-01,hot-100,Ariana+Grande+Side+To+Side
539,Jon Bellion,All Time Low,2017-03-01,hot-100,Jon+Bellion+All+Time+Low
540,Hailee Steinfeld & Grey Featuring Zedd,Starving,2017-03-01,hot-100,Hailee+Steinfeld+Starving
541,J. Cole,Deja Vu,2017-03-01,hot-100,J.+Cole+Deja+Vu
542,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),2017-03-01,hot-100,Zay+Hilfigerrr+Juju+On+That+Beat
543,Chris Young Featuring Vince Gill,Sober Saturday Night,2017-03-01,hot-100,Chris+Young+Sober+Saturday+Night
544,Big Sean,Moves,2017-03-01,hot-100,Big+Sean+Moves
545,Bebe Rexha,I Got You,2017-03-01,hot-100,Bebe+Rexha+I+Got+You
546,Niall Horan,This Town,2017-03-01,hot-100,Niall+Horan+This+Town
547,D.R.A.M. Featuring Lil Yachty,Broccoli,2017-03-01,hot-100,D.R.A.M.+Broccoli
548,Shawn Mendes,Treat You Better,2017-03-01,hot-100,Shawn+Mendes+Treat+You+Better
549,Little Big Town,Better Man,2017-03-01,hot-100,Little+Big+Town+Better+Man
550,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,2017-02-01,hot-100,Rob+$tone+Chill+Bill
551,Sia Featuring Sean Paul,Cheap Thrills,2017-02-01,hot-100,Sia+Cheap+Thrills
552,21 Savage & Metro Boomin,No Heart,2017-02-01,hot-100,21+Savage+No+Heart
553,Future Featuring Drake,Used To This,2017-02-01,hot-100,Future+Used+To+This
554,Martin Garrix & Bebe Rexha,In The Name Of Love,2017-02-01,hot-100,Martin+Garrix+In+The+Name+Of+Love
555,Lil Uzi Vert,You Was Right,2017-02-01,hot-100,Lil+Uzi+Vert+You+Was+Right
556,Major Lazer Featuring Justin Bieber & MO,Cold Water,2017-02-01,hot-100,Major+Lazer+Cold+Water
557,Sia Featuring Kendrick Lamar,The Greatest,2017-02-01,hot-100,Sia+The+Greatest
558,John Legend,Love Me Now,2017-02-01,hot-100,John+Legend+Love+Me+Now
559,The Chainsmokers Featuring Daya,Don't Let Me Down,2017-02-01,hot-100,The+Chainsmokers+Don't+Let+Me+Down
560,Keith Urban,Blue Ain't Your Color,2017-02-01,hot-100,Keith+Urban+Blue+Ain't+Your+Color
561,The Weeknd,Party Monster,2017-02-01,hot-100,The+Weeknd+Party+Monster
562,21 Savage & Metro Boomin Featuring Future,X,2017-02-01,hot-100,21+Savage+X
563,Young M.A,OOOUUU,2017-01-01,hot-100,Young+M.A+OOOUUU
